スクショ,投稿文,リプ,いいね,インプ,日時,URL
,"炎上覚悟ですが、怒鳴ることは必ずしも悪いわけではありません。
なぜなら、

怒鳴るのは脳の防衛本能による自然な反応だからです。脳の『扁桃体』が過剰に反応して、感情のブレーキ役である『前頭前野』が一時的に働かなくなることで起こる現象とされていて、わたしも以前は怒鳴っては自己嫌悪を繰り返していたけど「これは脳の仕組み」と知ってからは、「怒鳴る＝悪」ではなく「限界のサイン」だと受け止めるようになったし感情的にならなくなった🥺自分を責めるより「休息が必要だった」と気づけたことで、少しずつ心がラクになってるから怒鳴ってしまった時こそ自分へのご褒美にもっちゅりんでも買ってお子さんと仲良く分けっこして食べてください🫶

短時間で閲覧数すごい！ありがとうございます。　他にも育児書を100冊読んで学んだ育児知識や子育てを楽にする育児ハックを投稿しています！
よかったらポチっとフォローお願いします🥰
↓
@iyaiya_ikuji_hack


















",2,9,"12,000",2025/7/4 16:04:13,https://www.threads.com/@iyaiya_ikuji_hack/post/DLrUPPbx3MN
,"お母さんの「泣かないで」は「悲しみを我慢しろ」じゃなくて「大丈夫だよ、安心してほしい」って
意味だけど子どもには
「泣くのは禁止。感情は隠せ」って聞こえがちなんですよね。だからこそ「泣かないで」じゃなくて
『つらかったね、そばにいるよ』って伝える方がずっと心に届きます🥰
子どもの心は受け止めることが大切。





",0,28,"12,000",2025/7/4 17:39:53,https://www.threads.com/@iyaiya_ikuji_hack/post/DLrfL84xnE0
,"「トイトレ、いつから始めるべき？」ってググってるママ聞いて。私も上の子のときは、ばあばに「もう外さなきゃダメよ」って言われて、1歳8ヶ月で急いで外したけど、2人目は完全に本人のペースに任せてるよｯｯｯ。焦ってもうまくいかないし、自然に任せた方が穏やかに進むんだなって実感中。おむつは必ず外れるもの。焦らなくて大丈夫。笑顔笑顔🥰






",0,13,"10,000",2025/7/4 17:58:06,https://www.threads.com/@iyaiya_ikuji_hack/post/DLrhRZDxrE4
,"えっ…ちょ待って待って、全部1万越え…
アカウント作ったのさっき…

他の投稿でも育児書で脳科学ハックしてるわたしがママが『知って得する育児のなるほど知識』や『育児ハック』を発信してます✍️
フォローして育児の負担を軽くしてね👶↓
@iyaiya_ikuji_hack














",1,64,"43,000",2025/7/4 22:06:14,https://www.threads.com/@iyaiya_ikuji_hack/post/DLr9qv8RXS7
,"ｲﾔｲﾔ期の子どもへの声かけ
『脳科学ベースの神声かけリスト』
※保存必須

・「どうしたの？」 
→ 脳の安心スイッチが入り落ち着きやすくなる
・「これ、できそう？」 
→ ワーキングメモリが刺激され自分で考える力が育つ
・「大丈夫、そばにいるよ」
→ 不安を和らげる脳内ホルモン（オキシトシン）が分泌
・「ゆっくりでいいよ」
→ 焦りを抑える前頭前野が働きやすくなる
・「ありがとう」
→ 承認欲求が満たされ自己肯定感がアップ
・「楽しかったね」
→ 脳内で記憶を整理する海馬が活性化しポジティブ記憶に

ただの声かけが、子どもの“脳育ち”をサポートする魔法に変わる。だまされたと思って今日から試してみて！他にも、









",0,78,"12,000",2025/7/5 7:47:40,https://www.threads.com/@iyaiya_ikuji_hack/post/DLtANUYzuVK
,"0-3歳児に『30分以上の動画視聴』はガチで危険。保育士のママ友から聞いたんだけど、長時間の動画視聴は『言葉の発達』をつかさどる脳の部分（ブローカ野）に影響するんだって。特に3歳ごろまでは、言葉を覚える力がグッと伸びる時期なのに、テレビやスマホを長く見せ続けると『受け身の脳』になりやすくて、言葉の習得が遅れやすくなるらしい。
うちも動画を見せすぎて心配になったことがあったけど、『1日30分以内＋親子で会話しながら見る』に変えたら、子どもが自然に言葉を覚え始めてビックリした。動画を完全にゼロにする必要はなくて、ちょっとした工夫で成長も変わるから、ぜひ試してみて！






",0,95,"20,000",2025/7/5 8:07:52,https://www.threads.com/@iyaiya_ikuji_hack/post/DLtChRbT7wP
,"アイコン帽子被ったわたしのアイコンかわいい🥳





",0,1,"15,000",2025/7/5 9:37:23,https://www.threads.com/@iyaiya_ikuji_hack/post/DLtMw6Sy01M
,"昨日投稿した『おむつ替えで言ったらダメなこと』4万人に見ていただけて嬉しいです。🥺
わたし自身この話を聞くまでは『クチャいからキレイキレイしようね〜🥰』と無意識に言ってしまってたので全ママに届いて欲しいｯｯｯ
（固定ポストに置いてます📮）





",2,214,"230,000",2025/7/5 9:53:02,https://www.threads.com/@iyaiya_ikuji_hack/post/DLtOjfaSRjl
,"ちょｯｯｯ待って…たった1日で100人超えた🫨！
秒単位でたくさんの人にフォローしていただいててよろこびの舞を披露したいきもちです…ただの育児書や脳科学オタク母ですが今後もママの育児ストレスを0にするべく『育児ハック』発信していきますのでよろしくお願いいたしますｯｯｯ🥺
（プライベート垢はフォロワー8人なのに😂）

アイコン帽子やっぱりかわいい🥺❤️‍🔥

























",2,19,"52,000",2025/7/5 10:52:17,https://www.threads.com/@iyaiya_ikuji_hack/post/DLtVVcayT1I
,"友達にやさしくできる子に育てたいなら、叱るだけじゃダメ。脳科学では、共感される経験を重ねることで『他人の気持ちを想像する力』が育つと言われてる✍️つまり、

「悲しかったね」「悔しかったね」って気持ちを代弁するだけで、子どもは「気持ちに寄り添う感覚」を自然に覚えていくんだって。

私も「なんでそんな事するの！😡」じゃなくて「嫌だったんだね」って声かけに変えてから、子どもが友達に優しくできる瞬間が増えてびっくり。叱るより共感、それがやさしい子を育てる近道🧠




",0,63,"16,000",2025/7/5 11:11:54,https://www.threads.com/@iyaiya_ikuji_hack/post/DLtXlKNx1yh
,"9割が知らないんだけど、ママがパパの悪口を言うと子どもの脳は傷つくよ。脳科学でもはっきり証明されてる話。子どもの脳には「ミラーニューロン」って言う親の言葉を『自分ごと』として無意識に取り込む性質があるんだって。

だから『パパ嫌い』って言葉を聞くだけで、子どもは『自分も嫌われてる？』と深いところで傷つき、自尊心が下がるリスクがあるらしい。

ネガティブな言葉ほど記憶に残りやすいし、不安も高まりやすくなる。たとえ冗談でも、親の悪口は『相手の批判』じゃなく『自分の否定』になりやすい。

それを知ってから、わたしも子どもの前では絶対に言葉を選ぶようになった。冗談のつもりが、子どもの心にはずっと残るかもしれないから。みんな気を付けてｯｯｯ！ほかにも、

『育児ハック』を知りたい人はフォローしてかしこいお子ちゃまに育てましょッ🥰













",1,55,"10,000",2025/7/5 12:28:58,https://www.threads.com/@iyaiya_ikuji_hack/post/DLtgZlfxyCT
,"ちょｯｯｯ🥹1時間前にフォロワー100人のご報告したばかりなのにさらに100人フォローしていただけて…嬉しいです🥹よろしくお願いします！








































",0,4,"22,000",2025/7/5 12:39:24,https://www.threads.com/@iyaiya_ikuji_hack/post/DLthl_Dx3i-
,"炎上覚悟ですが、子どもに欲しいものを全部買い与えるのは悪影響。『スタンフォードのマシュマロ実験』でも指摘されていていて、幼少期の我慢する力は、将来の学力や年収とも関係すると言われてるんだって。わたしも最初は『子どもに我慢はかわいそう』と思ってたった数百円だしって買い与えてたんだけど、先輩ママから話を聞いて実践したら、子どもの我慢する力が変わりました。『欲しいものがあるならどうしたら手に入るか一緒に考える』だけで、手に入れた満足感もぐんと上がる。やるかやらないかはあなた次第🥰





",6,312,"51,000",2025/7/5 13:36:29,https://www.threads.com/@iyaiya_ikuji_hack/post/DLtoIIqx35P
,"何度でも言うけど、子どもをジッとしてられない子にしたくないなら、『おやつの与え方』は絶対に見直すべき。
❶おやつは必ず10時か15時に固定
❷「食べたい→5分待つ」を体験させる
❸砂糖・脂質たっぷりのおやつは週2回
❹「泣いたからおやつ」は絶対にNG
❺「ぐずったからおやつ」も即やめる
❻おやつタイムは家族の会話をセットに
❼寝る前の甘いものは禁止、翌朝の脳疲労に
これ全部、徹底するだけで『感情コントロール力（前頭前野の働き）』が驚くほど鍛えられる。さらに、本気で子どもの脳を育てたいなら、『❽

週1回は「おやつ作り」を親子で一緒に体験する』も超おすすめ。『週1回の親子おやつ作り』は脳科学や心理学でも効果が認められている習慣で、自分で作ることで、脳の前頭前野がもっと鍛えられ、我慢する力や集中力がグングン伸びる。
さらに「親子で一緒に作る」経験は、自己肯定感や食への感謝も育てる絶好のチャンス。おやつは「ただ食べる」だけじゃなく、「作る楽しさ」まで味わわせると、子どもの脳も心もぐっと成長するから保存しておいて🫶

ほかにもかしこく育てる『育児ハック』を知りたい人はフォローしてくれると嬉しいですｯｯｯ🥰















",15,"2,909","190,000",2025/7/5 14:01:11,https://www.threads.com/@iyaiya_ikuji_hack/post/DLtq8_Axbmu
,"バズったせいで、DMむっちゃくるけど、わたしは育児の悩みって9割『声かけの工夫』とか『知ってるだけ』で変わると思ってる🧐

正直、完璧な育児なんて100%無理だし、
「言い方変えるだけ」でラクになるならやらない理由なくない？
リアルに【叱る】を【共感】に変えただけで、我が家の空気も私の心もぜんっぜん違う（笑）
「イライラしてばっかの毎日」
「ちょっと言い方を変えて、穏やかな毎日」
どっちがいい？って話なら、ね？🥺

ほかにも、ストレスフリーな『育児ハック』を知りたい人はフォローしてくれると嬉しいですｯｯｯ🥰











",3,79,"50,000",2025/7/5 14:34:49,https://www.threads.com/@iyaiya_ikuji_hack/post/DLtuzSuR_td
,"炎上覚悟ですが、夏のベビーカーは『サウナ状態』です。
『サントリーとウェザーマップの実験』でもこども気温て言って、子どもは大人より＋7℃も高い体感温度になるってデータが出てる。35℃なら体感42℃って事。
特にベビーカーは地面に近いぶん、熱気がこもりやすくて、サンシェードで日差しを防げても風通しはイマイチでぶっちゃけ脳みそ溶けるレベル。
わたしも上の子の時知らずに、猛暑日にベビーカーで出かけちゃって、汗びっしょりになって焦った😢で、先輩ママに相談したら、

『ファン付きのベビーカーシート使ってるよ。冷却シートはすぐぬるくなるから辞めな🖐️』って教えてくれて🥺
半信半疑だったけど、子どもも快適そうだし、エアラブの1/3のお値段。ママは全員持っとくべきｯｯｯいのちを守ろう🔥
これです👇
a.r10.to/hk5CW… PR



























",1,34,"34,000",2025/7/5 18:34:58,https://www.threads.com/@iyaiya_ikuji_hack/post/DLuKSPAxqSX
,"えｯｯ…ちょ、1日で1,000人超えた⁉︎
プライベート垢8人なので理解が追いつかない…





",0,47,"40,000",2025/7/5 18:52:23,https://www.threads.com/@iyaiya_ikuji_hack/post/DLuMR2cRmvP
,"ちょｯｯｯ…昨日バズってから、2,300人フォロワーさん増えてて…🫨
2日前まで25人だったから脳が追いつかない…


















",2,129,"100,000",2025/7/6 9:03:33,https://www.threads.com/@iyaiya_ikuji_hack/post/DLvtr-6T-i8
,"これマジな話ですが、赤ちゃんの泣き声が『うるさい』と感じるのは本能。
『オックスフォード大学の研究』でも、赤ちゃんの泣き声は親の脳を『強制的に焦らせる』ように進化してるって証明されてる。自分の子ほど強烈に反応する仕組みで、赤ちゃんを守るための本能的なプログラムなんだって。
他人の赤ちゃんは泣いてても『かわいいね』で済むのに、自分の子だとストレスMAXなのは当然。だからわたしは『うるさいって思ってもいい』と自分を許すことにした。でも赤ちゃんへの言葉だけは『おっ今日も大きな声で頑張ってるね😁』に変えたら、心もラクになったからやってみてｯｯｯ





",0,121,"12,000",2025/7/6 9:14:37,https://www.threads.com/@iyaiya_ikuji_hack/post/DLvu9ABzvFk
,"何度でも言うけど、夜泣きは『脳の成長痛』です。助産師さんに聞いて驚いたんだけど、赤ちゃんの夜泣きは、未熟な睡眠サイクルと脳の急成長が原因。特に浅い眠りが多い0-1歳は、ちょっとの刺激で目が覚めて、不安を感じる脳の部分（扁桃体）がすぐ反応するんだって。寝てる間に脳は記憶を整理してるから、成長中ほど夜泣きが起こりやすいらしい。つまり、夜泣きは『脳が育ってる証拠』。ちなみに対処方法は、『

今うちの子、脳がめっちゃ育ってるんだな』って3回唱えること🥺これ、冗談じゃなくて、心理学でも効果が認められて『認知リフレーミング』っていう方法で、心の負担を軽くする手法なんだって。冒頭でも言ったけど、夜泣きは『脳の成長痛』。完全に止めることはできないからこそ、『なぜ夜泣きをするのか』を知っておくことが、結局いちばんの対処法。あとはモロー反射に備えて、

うちはこれ2人目からこれ使ってるんだけど、『母子手帳に書いといてくれ😂』って位には、夜泣き知らずになれたから、騙されたと思って試してみて👇PR


a.r10.to/hkp9x…


















",2,155,"30,000",2025/7/6 9:33:17,https://www.threads.com/@iyaiya_ikuji_hack/post/DLvxFtVTd-1
,"断言しますが、パパを『親』にしたいなら、週6時間は育児させましょう。『アムステルダム自由大学』の研究で、週6時間育児したパパは愛情ホルモン（オキシトシン）が増えて、脳が『親モード』に変わると証明済み🥺
逆に、育児ゼロのパパは脳もホルモンもほぼ変わらない。つまり、パパが親になれるかは『性格』じゃなく『育児参加の量』。パパを親に変える唯一の方法ですｯｯｯ！

ちなみに我が家はお風呂と寝かしつけはパパ担当です🍩みなさんのところどう？？？🥺

他の投稿でも育児書オタクのわたしがママが
『知って得する育児のなるほど知識』や『育児ハック』を発信してます✍️
フォローして育児の負担を軽くしてね👶↓
@iyaiya_ikuji_hack 



















",25,473,"46,000",2025/7/6 9:58:08,https://www.threads.com/@iyaiya_ikuji_hack/post/DLvz7uzyuPu
,"断言します。子どもを賢くしたいなら、『家族旅行は絶対行くべき』です。コロラド州立大学の研究で、旅行は脳の『前頭前皮質』（集中力や判断力の中枢）を刺激され、自己調整力や学習意欲を高めることが明らかになっていて、イギリスの調査でも、旅行経験がある子どもは自己肯定感が高く、学力にも良い影響が出やすいと報告されてる。『旅行は自然な脳トレ』というのも納得。正直、子連れ旅行は荷物も疲労も大変だけど、今しか出来ない体験もあるから、その価値は十分すぎるほどある。ちなみに、

私が旅行デビューのときにめちゃくちゃ参考にした『ウエルカムベビーのお宿』はここにまとめてあるよ🥺 PR
↓
a.r10.to/hkgli…

他の投稿でも育児書オタクのわたしがママが
『知って得する育児のなるほど知識』や『育児ハック』を発信してます✍️
フォローして育児の負担を軽くしてね👶↓
@iyaiya_ikuji_hack




















",9,"1,199","78,000",2025/7/6 14:12:39,https://www.threads.com/@iyaiya_ikuji_hack/post/DLwRD37RiE6
,"前の投稿の補足だけど、子どもが大きくなった先輩ママが言うに、今は子どもも大人料金になるから、旅行のハードルがめっちゃ上がったらしい🥺
「行けるうちに行っておけばよかった…」って、めちゃくちゃ聞く言葉。
だからこそ「今のうち」って意外と大事なのかもって思いましたｯｯｯ！我が家も上の子が3歳過ぎてから、無料→有料になる場所増えたし、今からおそろしい…






",2,11,"12,000",2025/7/6 14:17:10,https://www.threads.com/@iyaiya_ikuji_hack/post/DLwRk4KxZ06
,"何度でも言いますが、夏のベビーカーは『サウナ状態』です。『サントリーとウェザーマップの実験』でも、こども気温って言って大人より＋7℃高い体感になるってデータが出てて、35℃の日は体感42℃とか、もはや灼熱🥵
赤ちゃんは汗腺も未発達だから、体温調節ほぼできなくて、医学的には体温が41℃を超えると脳にダメージが出るって言われてるんだよね…。子どもはあっという間に体温が上がるから、ガチで『脳のダメージ』が心配になるレベルで危険😱
私も上の子の時に知らずに猛暑日に出かけたら、5分で顔真っ赤&背中びっしょりで焦って泣きそうになった😢対策として、『

ファン付きのベビーカーシート』を絶対に使ってる。1個持っておけばチャイルドシートにも使えるし、エアラブの1/3の価格でコスパも最強。命を守るために必需品ですｯｯｯ！ pr
↓
a.r10.to/hkMn9…






















",1,16,"18,000",2025/7/6 17:39:57,https://www.threads.com/@iyaiya_ikuji_hack/post/DLwoyLex9rf
,"断言しますが、育児中のママは、働くパパよりもストレスを抱えてます。アメリカ心理学会の調査で、『ママのストレス率は46％、パパは31％』って数字が出てる。理由は『ママは頭の中でずーっと育児の心配ごとを抱えてるから』って…😢わたしも正直、寝る前まで子どもの体調や明日の予定が頭から離れなくて、心が休まる瞬間ってほぼないから、これ見たとき『そりゃそうだわ…』ってなった。パパのみなさん、今日だけは『ママは自分よりもストレス抱えてるかも』って心にメモしておいてくださいねｯｯｯ！そしてママさんはこの投稿を旦那さんに送りつけてください😉





",0,85,"15,000",2025/7/6 17:54:10,https://www.threads.com/@iyaiya_ikuji_hack/post/DLwqaTGR6hu
,"断言しますが、子どもを賢くしたいなら、『親子で料理は絶対やるべき』です。カナダ・ギルフ大学でも、親子で実際に料理をする子どもは『自己肯定感や学習意欲が著しく高まる』ことが確認されています。ちなみに親にも脳のメリットがあって、

料理中の「段取り力」「集中力」が鍛えられるだけでなく、手を動かすことで脳がリラックス状態になり、ストレスホルモンが下がるそうです。🍩
さらに、親子で会話しながら作ることで、オキシトシン（愛情ホルモン）が分泌され、達成感と癒し効果のダブルパンチ。科学的にも「親子料理＝脳トレ×ストレスケア」で、子どもも大人も幸せになれる時間なんですよ。でも本音はめんどいなぁ、です。


































",3,23,"13,000",2025/7/7 13:49:59,https://www.threads.com/@iyaiya_ikuji_hack/post/DLyzQrDxvbY
,"これマジな話ですが、『無添加だから安心』って、子どもに強く刷り込むのは逆効果になることもあります。ヨーロッパやアメリカの研究で、『無添加じゃなきゃダメ』って育てられた子どもは、栄養不足で脳や体の発達に影響が出たり、将来『食べることが怖い』って感じるようになるリスクが指摘されてる…。
社会性にも影響するらしく、『みんなと同じ物を食べられない』っていう経験が孤立感や自信のなさにつながることもあるらしい。
わたしも『無添加信仰』にハマりかけた時期があったから、ほんと他人事じゃない話😢
健康に気をつけるのは大事だけど、子どもには『選べる自由』もちゃんと残してあげたいなって改めて思う。皆さんや周りの方はどうですか？🥺





",0,29,"13,000",2025/7/7 14:04:30,https://www.threads.com/@iyaiya_ikuji_hack/post/DLy07DuRD4x
,"断言しますが、子どもの頭の良さは、親の学歴じゃなく『語りかけの量と質』が強く影響します。スタンフォード大学の研究でも、幼少期の語りかけの量と質が『脳の前頭前皮質（考える力の中枢）や言語処理スピードに直結する』と明らかになって、『親の学歴が高い＝語彙や会話の質が高いから脳の回路が育ちやすい』だけの話で、学歴そのものは関係なし。むしろ、今日から『言葉のかけ方』を意識するだけで、子どもの脳はちゃんと育つっていう事実は、めちゃくちゃ希望のある話だと思いませんか？ちなみに、『

じゃあどんな声かけがいいの？』って思った人向けに、私が読んでめちゃくちゃ参考になった本はこちらにまとめてます↓📚 PR
【0-4歳の語りかけ育児】
Amazon
amzn.to/44pll…
楽天
a.r10.to/hkID6…
【はじめてママ&パパのしつけと育脳】
Amazon
amzn.to/4eyqL…
楽天
a.r10.to/hNX4d…


















",1,353,"46,000",2025/7/7 14:30:24,https://www.threads.com/@iyaiya_ikuji_hack/post/DLy34tVxjhf
,"はっきり言います。子どものIQは『褒め方』ひとつで変わります。『スタンフォード大学のキャロル・ドゥエック教授の研究』で、『頭がいいね』と能力を褒められた子どもは、挑戦を避けやすくなり、失敗を怖がる傾向が強まることがわかっています。逆に、『頑張ったね』『工夫したね』と努力を褒めた子どもは、難しい課題にも前向きになり、脳の成長が加速するんです。これ、脳の可塑性（変化する力）を活かした超シンプルな育脳法なので、今日から『すごいね』じゃなく『頑張ったね』に変えるだけで、子どもの未来は本当に変わります🧠
こういう『親のちょっとした言葉や知識で、子どもがどう変わるか』の話は、これからも発信していくので、よかったらフォローしておいてくださいね🥰





",0,120,"19,000",2025/7/7 14:40:40,https://www.threads.com/@iyaiya_ikuji_hack/post/DLy5D4axVjy
,"イヤイヤ期の癇癪は、『2択を出すだけ』でスッと落ち着く。子どもが癇癪を起こす理由は、『自分の思い通りにいかないから』。だから、『どっちがいい？これか、こっちか』と2択を出すだけで、脳は『選ぶこと』に意識が向いて落ち着きやすくなります。例えば、
『この服にする？それともこっち？』
『先にお風呂？それとも先にご飯？』
これだけで、びっくりするほどスムーズに行動することも。実際、わたしは癇癪を起こさせないために、雰囲気を察知したら即この方法で会話しているんですが、だいぶ癇癪が減りましたね…😂
保存して、試してみてくださいね🫶






",2,163,"23,000",2025/7/7 14:57:49,https://www.threads.com/@iyaiya_ikuji_hack/post/DLy7BkSRoxj
,"昨日の投稿、バズりすぎて、大手アカウントにもパクられてますってDMきてます…。でも正直、

パクられるほどの内容だったってことだし、「本家はここですよ😤」って顔して、アンパンマンぱん齧りながらこれからも淡々と発信していきます😂
オリジナルでお子ちゃま賢くしたいママパパは、今のうちにフォローしておいてくださいね🫶
↓
@iyaiya_ikuji_hack 










",1,4,"24,000",2025/7/7 15:12:23,https://www.threads.com/@iyaiya_ikuji_hack/post/DLy8sMTRM0u
,"【緊急🚨】
七夕のご褒美きてたｯｯｯ！！！みんならいん見て！

これで毎日の育児疲れ、癒してね🫶
（情報共有しただけだけど笑）

安すぎるので㌃



































",2,16,"27,000",2025/7/7 15:19:32,https://www.threads.com/@iyaiya_ikuji_hack/post/DLy9gi0Rb9B
