スクショ,投稿文,リプ,いいね,インプ,日時,URL
,"ママなら、共感してくれると思うんだけど、

ディズニーに行く時とか、
子供が歩き疲れたら、毎回休憩しないといけないのって、結構大変なんだよね🥺

並んでる時間が長いと、その辺にすぐ座り込んじゃうし、、、

そんな時にも、さっき紹介したヒップシート使えるから、すごい買ってよかった。



あ、これだよ！！
a.r10.to/hk1TB…
【楽天市場】＼本日20時〜1h限定10%OFF／★子育てベストアイテム大賞2025受賞★ 【公式】POMULU ポムル 赤ちゃん スリング 抱っこ紐 ヒップシート バッグ ベビースリング 男性 女性 抱っこ

item.rakuten.co.jp





















",1,5,"14,047",2025/6/5 19:00:37,https://www.threads.com/@kanamama_baby/post/DKg9X4yhEuq
,"たまにさ、
「月3万なんかじゃ人生変わらないからwww」
っていう生意気な人いるけど、

パートを週1回減らせるんだからなｯｯｯ!!!!!
週4になったらどれだけ楽かｯｯｯ!!!!
人生大逆転だって!!!





",5,166,"13,175",2025/6/7 19:30:27,https://www.threads.com/@kanamama_baby/post/DKmKYEQJKsG
,"この投稿見て、

「この前、ママ友の子供が細菌感染してました😢」
「哺乳瓶の消毒してなかったです😭」

ってDMきてて、びっくりしてる🥺

ほんまに人ごとじゃないから、気をつけて欲しい🥺














",0,8,"13,002",2025/6/5 17:09:57,https://www.threads.com/@kanamama_baby/post/DKgwtRNzm5j
,"「かなママは、投稿にセンスがあるから、上手くいくんですよ😭」
↑これ勘違いだよ。私にセンスなんてない。文才でもない。凡人of凡人。それでも上手く行ってるのは、ChatGPTという、人類を超えた相棒がいるからだよ。じゃあ、どうやってChatGPTを使えばいいかって？そら、、、


試しに、ChatGPTに『160文字でPASONAの法則に従って、○○というテーマで投稿を作ってみて』とお願いしてみたらいいよん。そしたら、そこそこいい投稿ができるよ。













",1,33,"12,764",2025/07/16 11:00,https://www.threads.com/@kanamama_baby/post/DMJq-DttQBv
,"悪いこと言わんから、ママの人はみんな私をフォローして、通知ONにしてるといいで〜〜〜🫨 楽天スーパーセール中はお得すぎる商品を全部、まとめて紹介しちゃうし、スレッズでぼそぼそ呟いて、10万ぐらいは頂いてる方法もスパセ以降には公開するつもり。見逃したらあかんで🥺


フォローは 
@kanamama_baby
 ←ここからできます🥹🥹🥹 みんなでワクワクしようっっっ









",1,20,"11,324",2025/6/4 15:00:55,https://www.threads.com/@kanamama_baby/post/DKd9JZWPYRX
,"「うわっ、騙された」と思って、『POMULU』の「ヒップシート」使ってみて欲しい。これ、ほんまにすごくて、ショルダーバックとしても可愛いのに、ヒップシートにもなるから、普段の買い物・旅行とかで、子供が駄々こねて歩かなくなったら、いつもヒップシートに乗せるようにしてる。笑

PRリンクだから、嫌な人は自分で楽天市場から購入して欲しいけど、ほんまに私は買ってよかったよ！特に白が可愛すぎてお気に入り！！！笑



ママ友とも「かわいい〜〜〜〜」って話してた🥺笑
a.r10.to/hk1TB…
【楽天市場】＼本日20時〜1h限定10%OFF／★子育てベストアイテム大賞2025受賞★ 【公式】POMULU ポムル 赤ちゃん スリング 抱っこ紐 ヒップシート バッグ ベビースリング 男性 女性 抱っこ

item.rakuten.co.jp
【楽天市場】＼本日20時〜1h限定10%OFF／★子育てベストアイテム大賞2025受賞★ 【公式】POMULU ポムル 赤ちゃん スリング 抱っこ紐 ヒップシート バッグ ベビースリング 男性 女
































",1,22,"10,430",2025/6/5 14:56:15,https://www.threads.com/@kanamama_baby/post/DKghaGUT99e
,"0歳児の日焼け止めは『ノブ ベビーUVミルク』がガチおすすめ。SPF30以上あるのに、肌荒れしないし、お湯で落とせるから、赤ちゃんにも安心して使える。子供のうちから日焼け止めしてないと、皮膚がんリスクも上がるし、コスパもいいから、使ってない人は、絶対に使ってみて。ただ、注意点があって、



SPF30以上あって、赤ちゃんには刺激強すぎる可能性もあるから、日差しが強い日に、長時間お出かけするときにだけ使うのがおすすめ。日常的に使うなら、SPF15~25ぐらいの日焼け止めを使ってあげてね。
a.r10.to/hgrtC…
【楽天市場】NOV ノブ UVミルクEX　35ｇ/ゆうメール発送可◇：オリオンドラッグ薬局

item.rakuten.co.jp
【楽天市場】NOV ノブ UVミルクEX　35ｇ/ゆうメール発送可◇：オリオンドラッグ薬局























",1,24,"10,290",2025/6/23 20:14:22,https://www.threads.com/@kanamama_baby/post/DLPcHw7zf5F
,"旦那の年収が500万以下のママ
ぜひ教えてください。

旦那の収入が低すぎて悲しいので、
お仲間が欲しいです。






",6,41,"9,866",2025/6/14 15:00:44,https://www.threads.com/@kanamama_baby/post/DK3tEv3I2L9
,"ちょとまって、フォロワー増えすぎ🫨🫨🫨 

 今日1日で500人も増えてる🥺🥺🥺

見られてると思うと緊張するタイプだけと、同じママのために頑張って役立つ話していきます🥺🥺🥺




",0,16,"9,132",2025/6/4 22:24:45,https://www.threads.com/@kanamama_baby/post/DKev8EzTyM1
,"インスタでバズり散らかしてる『neomamaism』の「ベッドインベッド」やばい。

❶ 授乳後も、頭側高くすれば『吐き戻し』防止
❷ 洗濯機で洗える
❸部屋に馴染むおしゃれ設計
❹窒息原因になる中綿は0
❺0~18ヶ月まで使える

↑えっ、これやばくない？みんな気づいてないだけで、ガチでベビーベッドの革命だと思う。しかも、もっとすごいのが、、、


忖度なしのレビューでおなじみの『LDK Baby』でもW受賞してるっていうwww 私のママ友も、かなりみんな使い始めてるから、みんなにもぜひ使って欲しい。
子供には高くても良いものを買ってあげよう🥺
a.r10.to/hR6NZ…
【楽天市場】＼テレビやSNSで大好評／キッズデザイン賞！ ネオママイズム 新生児と添い寝 折りたたみ ベッドインベッド 使用月齢：新生児〜18ヶ月 送料無料 ベビーベッド 洗濯機丸洗い

item.rakuten.co.jp
























",1,29,"8,765",2025/6/8 13:12:27,https://www.threads.com/@kanamama_baby/post/DKoD6fmtops
,"楽天スーパーセールで商品を買ったら、

①スレッズで商品の感想を投稿
↓
②コメント欄に紹介リンクを貼る

これだけで毎月1~3万ぐらいのお小遣いにはなるよ！！！

パート週5→4に減らせるよ！！
なんでみんなやってないんだーーー！！





",2,49,"8,417",2025/6/5 9:32:54,https://www.threads.com/@kanamama_baby/post/DKf8Zz-pw_k
,"おはようございます☺️
昨日の投稿が意味わからんぐらいバズって、
フォロワー一気に増えすぎたゆっっっ

①お役立ち情報を共有する
↓
②フォロワーがどんどん増える
↓
③気づいたらお金増えてる

というだけなんですが、知りたいママ多そうなので、まとめますね🥺
（楽天スーパーセール終わったらnote公開します🥺）







",0,25,"8,063",2025/6/5 7:45:10,https://www.threads.com/@kanamama_baby/post/DKfwEx4zz0D
,"告白します。

我が家は、子供が0歳の時から、日焼け止め『total outdoor UV』使ってます。コレ使うだけで、子供が、アトピー・喘息・花粉症なるの防げるから、ガチでおすすめしたい。てか、絶対に子供のために使ってあげて。




PRだけど、これガチでおすすめで、詳細は↓このページに書いてるからみて欲しい。0歳児に使っても、トラブルが出ないように肌の優しい成分ばかり使われてるから、ガチ最強。
a.r10.to/hH7gT…
【楽天市場】【最大20%OFF+ポイント10倍】日焼け止め 赤ちゃん 子ども 50g SPF20 PA++ anonebaby トータルアウトドアUV アノネベビー 天然由来成分 UVケア 虫除け pm2.5 黄砂 抗炎症機能 バリア機能

item.rakuten.co.jp
【楽天市場】【最大20%OFF+ポイント10倍】日焼け止め 赤ちゃん 子ども 50g SPF20 PA++ anonebaby トータルアウトドアUV アノネベビー 天然由来成分 UVケア 虫除け pm2.5 黄砂


















",1,26,"8,058",2025/6/14 20:07:06,https://www.threads.com/@kanamama_baby/post/DK4QIu0TQpB
,"私たちママ世代のダメなところって、
「発信は若い世代の人たちがやるもの」
と思い込んでるところだよね。

70代のおばあちゃんでも、
発信してる時代なのに、
何で私たちママができないと、
思い込んでるの、、、？？






",0,28,"7,960",2025/6/6 13:43:26,https://www.threads.com/@kanamama_baby/post/DKi93onzTZf
,"逆にできない理由って何があるのでしょうか？🥺










",0,4,"7,720",2025/6/6 13:42:18,https://www.threads.com/@kanamama_baby/post/DKi9vVdTA9m
,"← ただ『月3-5万をThreadsで増やして、
パート減らそう』って発信してるだけで
月間115万人にみられるアカウントです。

えっ、ママのみんな見てくれすぎじゃないｯｯｯ





",0,40,"7,491",2025/6/20 20:46:50,https://www.threads.com/@kanamama_baby/post/DLHxc7aTUbE
,"告白します。
Threadsで呟いてたらお小遣いがどんどん入ってくるので、
今日はパートをずる休みします。

代わりにスレズの投稿考えて、その分は働くｯｯｯ





",1,39,"7,233",2025/6/18 7:23:39,https://www.threads.com/@kanamama_baby/post/DLBL8gGzgAW
,"黙って、ママは全員『Grok』使ってみて欲しい。コレ有料だけど、寝ててもお金チャリンチャリン入ってくる仕組み作れたりする。ちょっと具体的なやり方教えるね↓



①：まずGrokに『バズってる育児商品を教えて』って伝える
②：次に①の「今見つけた商品のベネフィットを3つ書き出して」と伝える
③：次に「ベネフィットがわかるように今の商品を売るための投稿を作って」と指示する
これでできた投稿をチョチョイと修正して、Threadsにアフィリンクと一緒に貼っておけば、ぽんぽん売上でるよっっっ内緒だよ












",1,47,"6,464",2025/6/16 21:35:47,https://www.threads.com/@kanamama_baby/post/DK9j3-6zwA0
,"お待たせしましたｯｯｯ

ママでも毎月3~10万目指す
『AI×楽天アフィの教科書』
公開しますｯｯｯ！

✔︎ 総文字数約5万文字
✔︎ 0からマネタイズまでできる丁寧設計
✔︎ バコバコ売れるキーワード付き
✔︎ コピペで使えるChatGPTプロンプト付き

です！

↓売り切れるごとに値上げするので、
早めに受け取ってくださいね〜！

https://note.com/legit_dill6693/n/n6656b27f865f?sub_rt=share_sb 






















",4,35,"6,412",2025/7/12 19:00:24,https://www.threads.com/@kanamama_baby/post/DMAOwnCz3GD
,"わーいわーい！

やっとnote描き終わった！！

あとはサムネイルとか準備したら公開するよーーー！

【Threadsボソボソ呟いて月3万超える『ママ革命』note】

ワクワク




",0,44,"6,164",2025/6/28 23:04:31,https://www.threads.com/@kanamama_baby/post/DLcnkX1zG-T
,"「オンライン秘書」すごいね。1人社長さん、増えてるから、需要増えまくり。時給3,000円超えも多くて、パートやってるのバカらしくなる。しかも、AI学びながら、仕事すれば、スキルUPにもなって、一石二鳥どころの話じゃないね🥺 ちなみに、私もやったことあるけど、



時給3,000円は余裕で超えてたね。ただ、自分のペースで仕事できないのが嫌で、私は辞めちゃったけど、合ってる人には合ってると思う！
私はThreadsでぼそぼそ呟いて、お金もらってる方が合ってる😂











",1,25,"6,150",2025/7/5 22:56:50,https://www.threads.com/@kanamama_baby/post/DLuoQPwTrZ6
,"「旦那の収入が少ないなら、お前も働けwww」ってDMきたけど、

いや、働いてるからな！？！？！！？！？！？

パートしながら、
Threadsフク業で+5万増やして、
家事も育児もしてるわｯｯｯ!!

家事も育児もしない旦那はもっと稼いでこい！！





",1,22,"5,511",2025/6/14 19:23:43,https://www.threads.com/@kanamama_baby/post/DK4LK9jvL48
,"1億回は言ってるけど、ママはパートやめるべき。週5とか頭おかしい。育児・家事に加えて、働きすぎ。せめて、週2。それ以上は絶対ダメ。

ん？そんなことしたら、お金が足りないって？

そんなの月5万とかなら、Threadsで呟いて賄えばいいさ🥹





",1,35,"5,225",2025/6/22 21:00:16,https://www.threads.com/@kanamama_baby/post/DLM8lESq1cb
,"『スマホでぽちぽちしてたら月100万！！！』

↑これは大嘘ぽよ🥺 でも、「毎日、子供が寝てる間にスマホで投稿してたら、月5万もらえて、パート減らせたよ」は本当にある🫨🫨🫨 みんな信じてくれないけど、実際に私もそうだし、私のフォロワーさんでもスレズでお小遣いもらってる人、実は多いんだよ🥺





",0,25,"5,062",2025/6/8 12:43:14,https://www.threads.com/@kanamama_baby/post/DKoAkbuhYi1
,"誰も言わないから言う。

平凡なパートタイマーでも、
好きなこと呟いてるだけで、
月5万ももらえるようになった。

Threads本当にありがとうｯｯｯ!!!





",0,29,"5,030",2025/6/15 18:32:38,https://www.threads.com/@kanamama_baby/post/DK6qHoHpvmW
,"「月100万！！！」とか貰えたら嬉しいけど、
そんな現実味のない金額よりも、

・月3万でパートを週4に減らす
・月10万でパートを週2に減らす

とか、現実味あること想像した方がやる気出るよね。

いいだろう、私がその夢を実現させてあげよう。そのために私はきたっ!!!





",3,36,"4,655",2025/6/8 7:32:16,https://www.threads.com/@kanamama_baby/post/DKnc-1IoP2R
,"「かなママの裏技教えて欲しい！」

↑こんなDM届くけど、ごめん。別に裏技じゃないぽ🥺 ただ、普通にThreadsで投稿して商品紹介してるだけ🥺 なんなら、


やり方は、無料でSNS上に落ちてるよ。
ただ、みんな売り方・バズらせ方を間違ってるから、上手くいかないだけ🥺
だから「裏技」っていうより「コツ」っていう方が近いかな。
私が今描いてるnoteは、コツの部分をメインに書いてる感じ🥺













",1,11,"4,649",2025/6/9 21:00:31,https://www.threads.com/@kanamama_baby/post/DKreRhhva4w
,"ママ友が楽天スーパーセールで爆買いしてたから、

私「その爆買いしたのスレッズにレビュー投稿したら？」
👩‍🦰「えーどうやるの？」
私「楽天からアフィリンク取得して、、、ｺﾞﾆｮｺﾞﾆｮ」
👩‍🦰「やってみる！」

（数日後）

👩‍🦰「1,000円だけだけど報酬なってた！（笑）」

ってことが、あったけど、これぐらい簡単なんだぞｯｯｯ
あ、でもね、実は裏話があって、、、



これ1000円だけ？って思うかもだけど、
今その人は、毎月3~5万はスレズ×楽天だけででるようになってるから、
やっぱりやったもんガチなんだよ










",1,27,"4,599",2025/6/13 8:32:21,https://www.threads.com/@kanamama_baby/post/DK0b1TqKCUC
,"気づいてない人多いけど、

①：育児グッズ買う
②：レビュー投稿する
③：アフィリエイトでお小遣いもらう
④：その楽天ポイントでまた育児グッズ買う
⑤：①に戻る

って無限ループじゃない？？えっ、天才じゃない？？
なんでやってる人、全然いないんだ🥺🥺🥺

あ、そうか、


みんなちょっとだけ惜しいことをしてるんだ、ただただ商品紹介してるだけ、とか、これ安かった〜っていう報告してるだけとか、惜しい惜しいよ🥺🥺🥺勿体無い🥺🥺🥺 もっと教えてあげたい🥺🥺🥺












",3,38,"4,057",2025/6/9 14:22:27,https://www.threads.com/@kanamama_baby/post/DKqwuECvEin
,"断言する。今、Threadsを始めたママは、2,3ヶ月後にはパート週2にできる。毎日コツコツやって1円も売上でないなんてありえない。絶対にできる。一方で、今何もしない人は一生そのまま。何歳になってもずっとパートやってる。どっちの人生がいいかは自分で決めるべきだけど、私はずっとパートする人生はいやだった。







",2,27,"3,836",2025/7/13 21:52:23,https://www.threads.com/@kanamama_baby/post/DMDHPHwTvO2
,"ﾜﾜﾜﾜﾜ、15分でパート2ヶ月分😳😳😳















",2,29,"3,819",2025/7/12 19:27:14,https://www.threads.com/@kanamama_baby/post/DMAR1I-zzPp
,"ごめん、ちょっと今月飛び抜けそうだから、本気出す。

ママ本気だぞ。

パート6ヶ月分、一気に稼ぎ切るぞ。





",1,28,"3,762",2025/7/7 22:48:08,https://www.threads.com/@kanamama_baby/post/DLzw2LzTGS3
,"「Threadsでお金貰えるとか嘘だ！」

↑これDMで届いたけど、人生損しすぎてるぽ🥺 怪しいことしてるんじゃなくて、ただ必要な人に必要な情報を届けて、対価として企業からお金もらってるだけなんだよなあ🥺





",0,11,"3,515",2025/6/9 9:00:20,https://www.threads.com/@kanamama_baby/post/DKqL2tRIfwe
,"あのさ、ママがフク業してたら、
『お金の亡者』みたいに言う人いるけどさ、

こちとら、
子供時間を増やしたいんだよｯｯｯ!!!

パートも家事もしてたら、本当に時間ないんだよｯｯｯ!!!

だから、フク業で少しでも手取り増やして、
パート減らしてるんだよｯｯｯ!!!





",0,13,"3,317",2025/6/13 21:32:16,https://www.threads.com/@kanamama_baby/post/DK11FkZJKMf
,"何回でもいうけど、ママは全員、Threadsでボソボソ呟いて毎月5万もらえばいいよ。やり方も簡単。ChatGPTで投稿作って、アフィして、投稿しまくるだけ✌️ それで、月3~5万貰えたら、超楽じゃない？




",0,16,"3,228",2025/7/9 11:00:20,https://www.threads.com/@kanamama_baby/post/DL3pb9bN0v2
,"「有料なの!? 騙されたｯｯｯ!!!」

ってDMきたんだけど、

私が数万の教材買って学んでできるようになった
『毎月3~10万もらえてる方法』だよｯｯｯ!!

365日使うノウハウって考えたら、
1日13円とかだよ！？

1日13円で毎月3~10万って考えたら安くない！？

もう95部売れたから、あと5部で300円だけ値上げしちゃうから、まだ見てない人は読んでみてね🥺




こちらだよ🥺
↓これ読んで、実践して1日3投稿して、月3~10万は作れるようになってね🥺
note.com/legit…
【ママでもできる】AI×楽天アフィの教科書｜かなママさん

note.com
【ママでもできる】AI×楽天アフィの教科書｜かなママさん




















",3,15,"3,178",2025/7/12 20:13:11,https://www.threads.com/@kanamama_baby/post/DMAXFyTT2_9
,"60歳までずっとフルタイムでパートします。

↑これ当たり前と思ってるママは考え直した方がいい。たかだか時給1,100円のパートなんて、生産しないし、ブラックもいいところ。最低でも時給3,000円以上のことをして、自分の時間を確保しないと、後悔する。





",1,11,"3,058",2025/7/13 22:30:41,https://www.threads.com/@kanamama_baby/post/DMDLnvZN9ZI
,"毎日だらだら2時間はスマホ触るのに、
「忙しいから....」と言って
スレッズをやろうともしないママ多すぎるよーーー！！

言い訳しない！！！
忙しくても時間は作る！！！

スマホ時間なくして、
いつもの1.5倍早く家事終わらせれば、
1日2時間は絶対できるよ！！！






",0,15,"3,035",2025/6/13 17:35:38,https://www.threads.com/@kanamama_baby/post/DK1aAags6fd
,"スレッズでパート代を賄うことができれば、

❶：パート週1に減らせる
❷：子供時間を増やせる
❸：年2回は家族旅行いける
❹：Switch2も即決で買ってあげれる
❺：スタバに気軽に行ける

って感じで、いいことしかないんだから、
「私には無理ｯｯｯ」って思わず、
チャレンジして欲しい。

コツも書いとくよ↓


最大のコツは『毎日3投稿はすること』だよ。
1投稿5分もあればできるから、15分だけ頑張ってほしい。
慣れるまではもう少し時間かかるかもだけど、
私は1日15分しかこのアカウントには時間使ってないし、
本当にできるはず。
やればできるのだ、一緒に頑張ろう。










",1,24,"2,894",2025/6/12 16:23:17,https://www.threads.com/@kanamama_baby/post/DKys7smo60l
,"正直、ママがChatGPT使ったら無双する。私もそうだった。文章力ないから、ChatGPT頼りでThreadsに投稿してみたら、お金もらえて、それをきっかけに、今ではパート週2になった。

ChatGPT難しそう...って思うママ多いけど、ほんとに簡単。AIが天才すぎて、私みたいな機械音痴でも、使えてる🤣 

ChatGPTでママ無双したい人いる？




",2,19,"2,875",2025/7/10 14:16:15,https://www.threads.com/@kanamama_baby/post/DL6kpx1TcuO
,"ぽちぽちAIで作って予約投稿してたら、またバズってた。

さて、この投稿からいくらお小遣いが貰えたでしょうかｯｯｯ!!

答えは、、、、、、


ごめん、明日の投稿で回答します。笑
ちょっとまだ数えてない。笑
でも、予約投稿してるうちに勝手にバズってるから、すごーーーーーく、簡単✌️




















",1,11,"2,831",2025/7/10 10:00:55,https://www.threads.com/@kanamama_baby/post/DL6Hbl7M7BL
,"ボソボソ界隈が広がってて笑った🤣

まあその割にライン誘導が悪みたいな見せ方むかつくけど😡💢














",1,1,"2,778",2025/7/8 22:41:46,https://www.threads.com/@kanamama_baby/post/DL2U6d8TsDr
,"← 10ヶ月分のパート代がThreadsから生まれてしまった主婦、歓喜😭















",0,10,"2,743",2025/7/14 11:24:02,https://www.threads.com/@kanamama_baby/post/DMEkH1wTZSY
,"これ全ママやった方がいい。パート1年分を1日で賄える😳
















",0,18,"2,700",2025/7/13 16:37:10,https://www.threads.com/@kanamama_baby/post/DMCjKZ1TiWG
,"『毒親』って「子供の選択肢を狭める親」だよね。

そういう意味だと、お金なくて子供の選択肢を狭めちゃう親も、子供には悪影響だと思うんだ。

だから、私は頑張ってできること探したし、
今も毎日、踏ん張りながら生きてるよっ

子供のために頑張ってスレッズでも、
お金をいっぱいもらうんだｯｯｯ

↑こんな人は、お仲間さんです☺️




",0,15,"2,641",2025/6/12 18:46:43,https://www.threads.com/@kanamama_baby/post/DKy9WKGKOMv
,"全ベビーカーユーザーに伝えたい、猛暑に買うべき神グッズ。夏のベビーカーは照り返しで熱中症のリスクが高いから赤ちゃんを守る対策は必須だよｯ！
これは風を利用してるから、背中は冷たくないのに汗かかずにサラサラ。ママが守ってあげなきゃね😌




似たような商品があるけど、これが一番値段と性能とのバランスがよき👍
今楽天市場は買い周りもやってるよー！
a.r10.to/hRnyw…　pr
【楽天市場】【マラソン期間クーポン&P5倍】【保冷剤2個付き/3Dファン搭載】 ちゃいなび ベビーカー ファンシート チャイルドシート 扇風機 赤ちゃん 背中 汗 暑さ対策 熱中症対策 子供

item.rakuten.co.jp
【楽天市場】【マラソン期間クーポン&P5倍】【保冷剤2個付き/3Dファン搭載】 ちゃいなび ベビーカー ファンシート チャイルドシート 扇風機 赤ちゃん 背中 汗 暑さ対策 熱中症対策 子供



















",1,3,"2,005",2025/07/22 13:52,https://www.threads.com/@kanamama_baby/post/DMZbgY7T_af
,"Threadsだけで食事代浮かせるなんて簡単。ChatGPTに、楽天にある商品のURLを送ってレビュー記事書いてもらって、Threadsに投稿して、バズったらコメント欄にリンク貼る。これだけで毎月食事代ぐらいは貰えるよ。秘密だよ🤫





",0,22,"1,773",2025/07/15 20:55,https://www.threads.com/@kanamama_baby/post/DMIKSgqTDob
,"こうやって一歩踏み出した人から、どんどん次のステージにいくんだよね。1投稿目は時間かかっても、どんどん慣れて楽になっていく。パートだって、最初は仕事覚えるの大変だったのと同じだね。

来月には時給2,000円は固いと思うから頑張っていこうねッッッ











",0,4,"1,719",2025/7/14 0:00:57,https://www.threads.com/@kanamama_baby/post/DMDV8x-z6z0
