スクショ,投稿文,リプ,いいね,インプ,日時,URL
,"ごめんw 購入者想像以上に多くて、返信してたら今日終わってたwww まだ返信できてない人ももう少し待ってて。あ、あと【えむちゃん式 美容医療】を買ってくれた人には、『1人1回直接質問できる』特典は、いつ買っても付けることにした🫩 せっかくなら、みんなに綺麗になって欲しいからね。明日から通常投稿も再開するから楽しみな人いいね押してて🫩








",3,477,"44,000",2025/10/27 21:41:41,https://www.threads.com/@biyou._.m/post/DQUCRhbE-21
,"えー、あの....私とそっくりなアカウントが出てると噂ですが...ガチ私じゃないです...何度も言ってますが...私は私なんです...わざわざ他の美容垢やるなんてことしない🫩 あ、このあと、軽い暴露投稿を久々にする🫩









",1,480,"45,000",2025/10/28 23:16:41,https://www.threads.com/@biyou._.m/post/DQWx8RzE3dt
,"某ドクターに怒られるが、ハッキリ言う。

二重の裏留めは、微妙案件。別に悪いもので無いけど、表留めでいいだろ、って案件。裏留めの最悪なところは「糸が取りにくい」ってこと。実は、埋没後に抜糸することって少なくない。が、その時に裏留めだと、極めて取りにくい。あと、目の筋肉(特にミュラー筋)を傷つけやすかったりもする。てなわけで、裏留めは微妙。埋没やるなら、普通に表留めがおすすめ🫠 あ、あとね、

切開はあんまりしなくていいよ。普通に二重にする程度なら、埋没でOK。たまに、「糸は取れやすいので〜」っていうドクターや看護師いるけど、そんな簡単に取れない。笑 (よほど下手なドクターがやってるか、めちゃ瞼の脂肪が多すぎるとか、そういう場合なら取れることはあるけど。) 変なクリニックに騙されないように気をつけて✋












",4,438,"66,000",2025/10/29 0:04:40,https://www.threads.com/@biyou._.m/post/DQW3btlE_Z2
,"朝から、本音言う。

『美肌なりたいなコレだけは飲んどけ』って内服薬がある。美容ガチ勢は飲んでるけど、一般人は飲んでない人も多いやつ。これ何かわかる？【えむちゃん式 美容医療】に「えむちゃん的 おすすめ内服薬5選」もまとめるけど、いいね300件超えてたら、投稿でも1つガチおすすめなの投稿する。







",16,"2,746","93,000",2025/10/29 8:33:17,https://www.threads.com/@biyou._.m/post/DQXxo6QE044
,"悲報。えむちゃん的『おすすめ内服薬5選』をまとめてた。すると、不思議。こんな時間。明日noteに追記する。『迷うなら黙ってこれ飲んどけ』って1つも明日投稿で紹介する。内服薬は、体の内側から肌を変えてくれるから、個人的にはかなりオススメ。楽しみにしてて。







",5,750,"51,000",2025/10/30 22:57:56,https://www.threads.com/@biyou._.m/post/DQb5YmGE2Bz
,"今夜、重大なご連絡があります。
後ほどお伝えさせていただきます。







",3,295,"45,000",2025/11/2 17:12:08,https://www.threads.com/@biyou._.m/post/DQjAMfrky6P
,"深夜だから、不謹慎なこと言う。

えむちゃんガチ潰されそうwww 某大手発信者から、【とある投稿を削除しろ】と強く要請されてるwww 削除すればいいんだけど、頑張って作ったし、私悪くないから消さないけど🫩 ただ、コレからは【ガチの闇暴露系】の投稿は表では控えめにする。(たまにするだろうけど)。発信活動初めて1ヶ月だけど、表で言いすぎると怖いこともあるんだなと気付くことが多かった。今後は皆のためになるポジティブ投稿を多めに投稿する。ガチの闇暴露系は、コメント欄に書いてる場所で今後は投稿するwww あ、あと内服薬の投稿はガチ明日する！noteも明日追加する！！！

表で言えない闇暴露系は、今後こっちが多くなる。0円で読めるようにする。
人数多すぎると、また怒られそうだから、とりあえず100人限定とかにしてみる。私のガチ闇系の投稿を見たい人は登録しておいて🫩↓
https://line.me/R/ti/p/@376kzoys?ts=11030037&oat_content=url












",3,870,"53,000",2025/11/3 0:42:05,https://www.threads.com/@biyou._.m/post/DQjzsCuEzvE
,"朝から告白する。

2日間もサボってたのに、投稿にいいねしてくれる君、女神か。愛してる。実は1ヶ月、不眠不休だった反動か、体調崩して寝込んでた🫩(月1回の日が重なったのもある)。 が、体調も回復。復活した。ということで、本日から【美容暴露の女帝】として活動再開する。今夜はずっと言ってた内服薬の投稿する🫩 他にも今後の希望あればコメントよろしく🫩








",11,"1,309","42,000",2025/11/3 6:30:16,https://www.threads.com/@biyou._.m/post/DQkbiRKjNdt
,"深夜だから、
コッソリ3,480円の内容を暴露する。

美肌なりたい人は、全員「シナール」を飲んで欲しい。コイツはガチでやばい。『美容皮膚科学会』のお墨付き。美肌なるための、必須アイテム。何でも効くから、継続的に飲んでれば、肌のハリ・ツヤがよくなっていく。騙されたと思って、先を読んで欲しい↓

で、何でシナールがこんなにおすすめなのか、マジで詳しく解説していく。まず、シナールって何かって言うと、ビタミンCとパントテン酸カルシウムが配合された複合ビタミン剤。地味な見た目してるけど、コイツの効果はマジでえぐい。
シナールの一番の強みは、効果の範囲が圧倒的に広いってこと。他の美容内服って、大体特定の悩みに特化してるんよね。トラネキサム酸なら肝斑、Lシステインならターンオーバー、ビタミンBならニキビって感じ。でも、シナールは違う。全方位的に肌に効く。
具体的には、美白効果(メラニンの生成を抑える)、コラーゲン生成(肌にハリ・ツヤを出す、毛穴も目立たなくなる)、皮脂抑制(ニキビ予防になる)、抗酸化作用(肌の老化を防ぐ)。つまり、シミ・くすみ・ハリ不足・ニキビ・エイジング、全部にアプローチできる。
こんな万能な内服薬、他にない。
美容皮膚科学会とかでは、「美容治療するなら内服もセットで飲むのが当然」って言われてるんだけど、その中でもビタミンCは必ず入ってる。
なぜかって言うと、

レーザーとか外用薬って、意外と肌への刺激が強いんよね。で、その刺激に対抗できる強い肌を作っておくことで、治療効果が出やすくなるし、炎症も落ち着きやすくなる。
ビタミンCは、この「強い肌を作る」ってことに関して、マジで優秀。抗酸化作用があるから、治療後の炎症を抑えてくれるし、コラーゲン生成を促すから、肌の回復も早くなる。だから、美容医療を受ける予定がある人は、絶対にシナールを飲んでおいた方がいい。治療効果が全然変わってくる。
正直、1週間とか2週間で劇的に変わるわけじゃない。ビタミンCは、じわじわと効いてくるタイプの内服薬。大体、1〜3ヶ月続けると、効果を実感できるようになる。早い人だと1ヶ月ぐらいで「なんか肌の調子いいな」って感じるけど、本格的に効果を感じるのは2〜3ヶ月後って感じ。で、ここで大事なのが、継続すること。1ヶ月で「効果ない」って諦めるのはマジでもったいない。最低でも3ヶ月は続けてみてほしい。
シナールの良いところは、副作用がほぼないってこと。ビタミンCは水溶性のビタミンだから、過剰に摂取しても体の外に排出される。だから、安全性がめちゃくちゃ高い。

トラネキサム酸みたいに血栓症のリスクがあるわけでもないし、ピル飲んでる人でも問題なく飲める。妊娠中でも飲めるぐらい安全。だから、美容内服を初めてやる人でも、安心して飲めるってのが、シナールの強み。
シナールは、美容クリニックとか皮膚科で処方してもらえる。自費診療になるから、保険は効かないけど、値段はそこまで高くない。クリニックによって違うけど、1ヶ月分で2,000〜3,000円ぐらいが相場。市販でもビタミンCのサプリは売ってるけど、医療用の方が有効成分が多いから、クリニックで処方してもらう方がおすすめ。市販のサプリだと、濃度が薄すぎて効果を実感しにくいことが多い。
ちなみに、他の内服薬と組み合わせて飲むと、効果がさらに上がる。どの組み合わせがどんな悩みに効くのかとか、それぞれの内服薬の詳しい効果とか危険性とかは、固定投稿の【えむちゃん式 美容医療まとめnote】にまとめてるから、そっち見て。
美肌になりたいなら、今すぐクリニック行って、シナールを処方してもらって。1〜3ヶ月後に、「あれ、肌の調子めっちゃいいな」って絶対感じるはずだから🫩
（ただ、医師の診断はちゃんと受けてね）

って感じで終わりなんだけど、
久々の投稿でびっくりした？
なんかThreadsにログインできなかったんだよねwww
異議申し立て的なのしたら、今日治ったwww
ってことで、また通常運転していくからよろしくね🫩
楽しみーーーー！！！って人はいいね・コメントしておいてね🫩










",41,"1,344","84,000",2025/11/5 22:43:31,https://www.threads.com/@biyou._.m/post/DQrUgQeE3SM
,"深夜にごめん。

遅くなったけど、【美肌おすすめ内服薬6選】を固定投稿に追加した。一番最後に載せたから、まだみてない人は見ておいて🫩 内服薬ガチで最強だからね。人間の体は、食事で作られてるし、やっぱ内側から整えるのが最強。私も3年前に内服薬飲んでから、「肌白くなった！？」って言われること増えた。悪いこと言わないから、ちゃんと飲むんだよ🫩

あ、もちろん書いてるけど、医師の診断はちゃんと受けるようにね。あと、サプリより医薬品の方が基本的におすすめだよ。色々とあるけど。私が飲んでる内服薬は全部書いておいたから参考にしてね🫩












",6,457,"52,000",2025/11/6 0:00:42,https://www.threads.com/@biyou._.m/post/DQrdVngACjd
,"あのさー、100回は言ってるけど、

『内服薬飲め、驚くほど肌変わる。』『ボトックスでシワ予防しろ。』『ヒアルで影消せ、若見えする。』『二重にしろ、美の鉄則』『ハイフはウルセラにしろ、他は廉価版』『男はAGA治療薬飲め、予防で飲め』『イソトレチノインで皮脂抑えろ、毛穴綺麗なる』『毛穴は総合格闘技、できること全部やれ』だよ。あと、最後に1つ一番重要なことが、

私の固定投稿のnoteを読むんだ！！！なんだかんだ、これが最強（だと私は思ってる🫩)。過去投稿は消しちゃったけど、固定投稿のnoteには全部書いてる。糸リフト、ボトックス、とかも🫩 ガチで悪いこと言わないから、綺麗なりたいなら読んで欲しい🫩












",5,"1,032","93,000",2025/11/6 20:31:05,https://www.threads.com/@biyou._.m/post/DQtqJKik7FF
,"朝から厳しいこと言う。

直美の言うことは信じない方がいい🫩 彼ら、適当なこと普通に言うよ。無自覚だろうけど。人によっては、アクアフィリング勧めるからね。無知って怖い。あ、おはよう🫩 久しぶりでびっくりしたかい🫩






",13,571,"53,000",2025/11/11 8:11:51,https://www.threads.com/@biyou._.m/post/DQ5NhOFExy6
,"断言するけど、『エラボトックス』は全人類やった方がいいよ。小顔なって垢抜ける。輪郭もシュッとする。1回約30,000円でできるし、歯軋りも治る。エラないと思ってる人も、打つと変わること多いよ。6~12ヶ月に1回打ってれば、常時、小顔美女が爆誕するわけ。あ、でも、ガチ1つだけ注意点があって、

エラボトックス打ってからしばらくの間は、患部触らないようにね。効果なくなることあるからね。あとは、最初からコケ気味な人は流石にやめた方がいいかも。まあこの辺は人によるけどね。以上。久々に投稿した。実はプライベート色々あってできなかったけど、ようやく落ち着いたから、復活予定🫩 え、私いらない？wwwww













",37,672,"50,000",2025/12/4 17:02:14,https://www.threads.com/@biyou._.m/post/DR1YgA8E4Y8
,"FW6.2万人の私。

約1ヶ月ぶりに投稿したのだが、覚えてる人はいるのだろうか。てか、見てくれてる人って、まだいるの？www Threadsよくわからぬwww 見えてる人、いいね押してくれると嬉しい🫩






",14,"1,652","38,000",2025/12/4 17:08:14,https://www.threads.com/@biyou._.m/post/DR1ZMC2k_TY
,"ガチかwww 1,000いいね超えてるじゃん🫩www 嬉しいなー。皆、某クリニックの嘘に騙されたくないし、キレイになりたいよね🫩 ビジュ上げしたい人も多そうだし、発信再開しちゃうかな。私の6.2万人のフォロワーさんは、2026年はビジュ上げyearにしようね🫩 ってことで、今夜、危険な美容医療を1つ紹介する🫩







",0,471,"38,000",2025/12/5 7:00:27,https://www.threads.com/@biyou._.m/post/DR24bS_iSCr
,"エステ界隈の人に怒られるけど、

ガチで私の周り、全員スキンケアは5,000円~1万円以下しか使ってないwww (1,000円以下は流石にいないけど)、それで芸能人級に肌キレイな人がゴロゴロしてる🫩 肌悩みにあったスキンケア使ってれば、1万円以下でいいスキンケアなんて無限にあるからね。ワイおすすめプチプラまとめ、でも、いつか流そうかなwww 流すにしても投稿じゃなくて、プロフのリンク先にすると思うけど🫩(あるいはストーリーズ)







",10,566,"41,000",2025/12/5 9:00:56,https://www.threads.com/@biyou._.m/post/DR3GNx2kzRj
,"炎上するわ。

悪いこと言わないから、直美はやめとけ🫩「ボトックス」「ハイフ」「ヒアルロン酸」「糸リフト」ぜーーーんぶ直美にやらせちゃダメ！なんせ研修医あがりだからねwww さすがに大事な顔面を直美に任せるのは、危険すぎる。たまーにさ、「直美でも良い人もいる💢」って主張の過激派がいるけどさ、、、、

んなことわかってるよ！！！！！！そらそうでしょ！！！直美でもいい人はいい。そんなのは皆んな理解してる。が、統計的にどう考えても、技術力低い人の方が多いんだよ！！！てか、なんで大事な顔面を直美に任せるの？？？不安すぎるくない！？
私だったら、絶対に嫌だ🫩 「直美で有名な人」より「外科医長年やってた人」の方が技術力高いことがほとんどだし。私や周りで「直美がいい！」なんて言ってる人、誰もいない😭 たまーーーーに、いい人がいるかもしれないけど、普通に考えて、わざわざ危険なリスクとって直美に依頼する意味ないからね。ガチでみんな気をつけて！！！














",13,272,"42,000",2025/12/5 21:40:55,https://www.threads.com/@biyou._.m/post/DR4dMB4ExUm
,"「クマ取り」の闇暴露しようかな。アレも闇深いからね。某クリニックで騙されて最悪な施術してる人もいる。この投稿の反応良かったら、明日投稿する。他にも、投稿して欲しいことある人は、コメントしておいて🫩￼







",27,"1,053","47,000",2025/12/5 22:58:27,https://www.threads.com/@biyou._.m/post/DR4mD5-EwCz
,"まってwww 『1,000円台のプチプラ化粧水』知りたい人、こんなにいるのwww いいね1,600件もきてるじゃんwww 今、インスタのストーリーズにアップした！(24時間で消えたらごめん🫩) 私も使ってるコスパ化粧水で、ガチコスパ重視の人はおすすめよ。売り切れたらごめんね🫩

てか、私、スキンケアはガチコスパ重視の人間なんだが、知りたい人いるのか、、、スキンケアはガチ専門家ってレベルの知識ないけど、知りたい人がいるなら、ちょっとは投稿しようかな〜、一応、知識量『だけ』はいっぱいあるとは思うけど、私がなんせスキンケアは、コスパ人間だから高いの使ったことないwww それでも知りたい人いるかな🫩













",20,387,"38,000",2025/12/6 20:59:10,https://www.threads.com/@biyou._.m/post/DR69NHNk7Gc
,"あのさー、炎上覚悟でハッキリ言うけど、

某エステで32,000円の化粧水売ってるらしいけど、絶対に買わなくていいよwww そんな高いの使っても変わらない。てか、15,000円以上なると、もはやブランド料多め。それより食事の方が大事よ。ブルーベリー、ブロッコリー、トマト、きのこ類、食べてる方が肌の調子良くなる。で、肌質に合ったスキンケアしてれば、それでOK。あとは毎月1回レーザーぶち当てれば、爆美肌爆誕！(この投稿絶対怒られるな🫩)







",9,377,"33,000",2025/12/7 9:53:04,https://www.threads.com/@biyou._.m/post/DR8VxWNk0Wo
,"ガチ潰されると思うけど、ハッキリ言う。

クマ取りで、脱脂しか勧めないクリニックは、99％地雷案件。TikTokで「こんなに脂肪取れましたね〜♪」とか言ってる動画あるけど、アレも超危険。ガチでやばい。今回も長いけど、解説する↓￼

大前提、クマ治療はいろんなアプローチがある。
・ヒアルロン酸
・脂肪注入
・ハムラ法/裏ハムラ法
・脱脂
とか、他にもいろいろある。ただ、全部悪いというよりも、ケースバイケースで使い分けるもの。だから、絶対にこれが悪！とかはない。
でも、某大手クリニックとかは、ドクターにそんなに知見がないから『脱脂がいいですよ〜』とか、『裏ハムラと脂肪注入組み合わせるべきですね♪』とか、適切じゃない処置を提案してくるから、闇深い。
ってことで、どういう時に何をすべきか解説する。
まず、大前提、ほとんどの場合は『裏ハムラ法』がかなりお勧め。裏ハムラ法は、脱脂せずに脂肪の位置を動かして、クマを治療する方法。これ何がいいかって、脱脂しないから、目がくぼむことがない。目の脂肪って取ると、窪んでコケて見えるんよね。しかも、年齢とともに脂肪は減っていくから、脱脂し過ぎると、年齢重ねた時にかなりコケて見える。それなのに、TikTokの動画とかで「こんなに脂肪取れました〜♪」とか言ってる医者がいるのがやばい。(理解してやってるならいいけど、理解してないドクターもかなりいる)
(続く)

で、ここからが重要で、
・裏ハムラ法でも脱脂することはある
・ただ、脱脂でできることは、裏ハムラでできる
・裏ハムラなら、脱脂は最小限にしつつ治療できる
って感じ。つまり、脱脂やるなら、裏ハムラやればよくね？って話になるんだよね。だから、ほとんどの場合は、脱脂ではなく、裏ハムラがおすすめ。
たまに、脱脂でもいい場合もあるけど、それは裏ハムラができるドクターに見てもらってわかること。裏ハムラできないドクターは、絶対に脱脂勧めてくるから、マジで気をつけてw
あと、裏ハムラ+脂肪注入を勧めてくる某大手クリニックは危険。裏ハムラの時に、脂肪注入することなんて、ほぼない。まあたまにあったりするんだけど、大手クリニックが勧めてくる時は、高確率で「利益率を高くしたいから」ってだけなんよね。
あとは、たまに、目の窪が気になる、って人もいるけど、そう言う人は、脂肪注入をすることはある。ただ、これはガチでドクターに診てもらわないと、わからないことの方が多い。ちなみに、ヒアルロン酸注入とかは、リスクが高めだから、推奨しない。たまにヒアルロン酸をリスク解説せずに推してくる地雷クリニックあるから注意

総じて、クマ取りは、かなり多くの場合、裏ハムラ法がおすすめ。ただ、裏ハムラ法は、技量が必要な施術だから、できるドクターが意外と少ない。だから、某大手クリニックは、脱脂やヒアルロン酸をおすすめしたりしてくるから、闇深いんだよね。
迷う人は、まずは『裏ハムラ法が良いと思ったんですけど、どうですか？』って、カウンセリングで聞いてみるのがいいよ。
それで、
『脱脂がいい』
『脂肪注入もしたほうがいい』
『ヒアルロン酸でいい』
みたいな言い方をされたら、怪しんだ方がいい。適切な場合もあるけど、その可能性の方が低いから、セカンドオピニオン行こう。てか、大手クリニックなら、とりま逃げろ。って感じw
(続く)

長くなったけど、クマ取りは、本当に経験のあるドクターに聞かないと、適切なカウンセリングされないことがほとんどだから、なるべく某大手クリニックとかではなくて、クマ取り経験豊富なドクター見つけて、カウンセリング行くのがおすすめ。
ただ、ネットで『クマ取り　専門』とかで調べると、大手クリニックばっか出てくるから、それも気をつけてwwwドクター選びはちょっと大変だけど、ここは頑張って欲しい。クマ取りは、ガチ変なドクターにさせたら、逆に悪化することもある施術だからね。慎重に確実にやってみてねん。
___________
って感じでまとめたけど、皆んな役に立った？🫩
急いで作ったから誤字ってたらごめんw 仕事終わりに頑張ったんだよ🫩
いつも通り、役に立った人はいいね・再投稿とかしてて欲しい！！！あと、質問もコメントしててねん！





",11,451,"47,000",2025/12/7 23:19:14,https://www.threads.com/@biyou._.m/post/DR9yB8Qk5f3
,"フォロワー6.2万人の私が断言する。

40,50代の「シミ」にスキンケア意味なし。シミが浮き出てたら、消えない。手遅れ。トーニング・ルメッカ...するしかない。ただ、今からでも「シミ予防」にスキンケアは効果ある。がっつりシミ対策してれば、びっくりするぐらいシミ減るんだけど、これも、いいね500件きたらシミ予防まとめ投稿する🫩







",21,"1,270","36,000",2025/12/8 10:28:25,https://www.threads.com/@biyou._.m/post/DR--nMYE0v8
,"ごめん、遅くなったけど、今夜、FW6.2万人のシミ予防を暴露しちゃうよん。先言っとくけど、シミあるなら、「トラネキサム酸」飲んで、「トーニング」してれば、かなり良くなるね。肝斑なら、摩擦を最小限にね。←これだけで今あるシミはほぼOK。あとは、今後のシミ予防するだけ。で、じゃあ、シミ予防なにすればいいかっていうと？

今夜の投稿で解説するって話だね🫩 あと、スキンケア教えて欲しいってDM30件ぐらい届いてるから、もしかしたら、そっち系の投稿も今後するかも。わからないけど、まあ楽しみにしてて🫩
あと、全然関係ないけど、えむちゃん、最近は肌の調子が絶好調すぎて、ガチで発光してきてる！！！美容医療は最強ですわ🫩












",7,473,"30,000",2025/12/12 13:07:01,https://www.threads.com/@biyou._.m/post/DSJj8QAkyq3
