スクショ,投稿文,リプ,いいね,インプ,日時,URL
,"専業主婦スッピーがなぜThreadsを始めたのか。

答えはシンプル🌝
▶︎占いでかせげる人をもっと増やしたいから✨ 
▶︎そして、100ﾏﾝかせぐようになって手が回らなくなってきたから😂笑

スピとか占いが好きで 
「本当はこういうの仕事にしたい…」って思ってる人に、 
センス次第ではお仕事振れたらな〜とも思ってます🙌

実際、今から副業したい人には、 
かなり美味しい話もってます✌️

この投稿見て気になったら 
「気になる！」って一言でもリプしてくれたら嬉しい🫶






",14,41,875,2025/11/3 20:00:43,https://www.threads.com/@supic.han/post/DQl4SMYD0qM
,"「え、初期費用かかりますか？」って質問めっちゃ来るんだけど…

かかりません🌝 
ココナラは登録も出品も無料です！
私もコンサルとかスクールとか、なにも受けてません。 
ひとりで試行錯誤しながらやって、初月15万いけました。

ほんとに、ココナラって穴場なんだって。 
こんなにノーリスクで始められる副業、今どきなかなかない。
え、今まで知らなかった？？ 
じゃあもう、今からやろうよ🌝







",5,25,"1,030",2025/11/4 11:18:07,https://www.threads.com/@supic.han/post/DQnhRZDj_Og
,"ココナラで初月15万いった時にやったこと、まとめます🌝

実はDMが想像以上に来すぎてて、正直ぜんぶ対応しきれてない…だから、みんなが読めるようにThreadsの投稿でシェアしていこうと思ってます。
ただね、あんまり同じやり方する人が増えると、外から見たときにちょっと不自然になるのがリアルなところ。

だからこの投稿は、 
ほんとにフォロワーさん限定のつもりで書いてます🌝 
もしかしたら2〜3日で消すかもしれません。

本気でやってみたい人にだけちゃんと見てほしい！
それでもよければ、追ってくれたらうれしいです〜

反応たくさんありがとうございます！フォローしてお待ちください！🌝











",15,105,"6,820",2025/11/4 21:59:58,https://www.threads.com/@supic.han/post/DQoquhED5Uz
,"やばい、昨日の投稿からめちゃくちゃフォロワー増えてます💦専業主婦のスキマ時間でパートよりカセぐ方法！気合い入れて発信していきます🌝

ココナラという穴場をもっと知ってほしいけど、ちゃんとやってくれる人だけにしか言いたくなくて。。
フォロワーさんにアドバイスいただいたんだけど、Threadsは鍵垢にできるそうなので鍵かけるのも視野にいれます🌝見逃したくない方はフォローしといて‼️

ちなみに私は幼児の自宅保育です✨
大体週4-5で、1日2-3時間で作業してます！
まとまって使うのは1-2時間くらいで、あとは隙間時間とかでおけなので
お昼寝中1時間、寝かしつけ後1時間でも確保できたらいけます🙆‍♀️










",5,30,"1,766",2025/11/5 13:27:00,https://www.threads.com/@supic.han/post/DQqU0PAD8tl
,"主婦が在宅で初月15ﾏﾝかせぐまでにやったことを無料で発信していくにあたって聞きたいことがあります！🌝

そもそもなんだけど、ココナラってみんな知ってますか？

















",0,10,623,2025/11/5 19:22:12,https://www.threads.com/@supic.han/post/DQq9d0jD4CA
,"昨日からフォローしてくれた方、ありがとうございます🌝びっくりするくらい反響もらってます。 

「どうやって初月15ﾏﾝいったの？」 
「占いﾌｸ業って実際どうなの？」 

DMでも質問多すぎて追いつかないので、 
今後は投稿にまとめていきます🌝 
（※投稿は予告なく削除するかもです）

▼これから発信する予定の内容

・初心者が出品前にやるべき準備
・初月で売れたメニュー構成と価格設定
・SNSなしで集客する方法
・リピーターにつながった対応とお礼文
・収益が伸びる人の共通点
これはあくまで、
「本気でやってみたい人向け」です🌝
中途半端な気持ちの人には刺さらないと思う。
見逃したくない人は、今のうちにフォローしておいてください。あと、未経験でもできるサポートさんとかもフォロワーさんから選出します🙏











",1,23,607,2025/11/5 20:14:00,https://www.threads.com/@supic.han/post/DQrDZMFD_5F
,"この投稿からフォロワー200人くらい増えたんだけど…
正直もっと増えるかなって思ってた🌝
主婦でおうちで仕事したいって人そんなにThreadsにいないんかな？

ココナラのやり方って学ぼうとすると有料の買わされたりするんだけど、私は完全に独学でやってきた！そして、みなさんにも無料で伝えていくから安心してね🌝































",1,36,721,2025/11/6 13:02:59,https://www.threads.com/@supic.han/post/DQs23NyDxVk
,"最近フォローしてくれた方から 
「そもそもココナラって何ですか？」って聞かれるので、 
初心者さん向けにわかりやすくまとめます🌝
多分無料でここまで解説してる人は他にいなかったです↓

▶︎ココナラとは？🌝
いろんなスキルをネット上で売れる日本最大級のスキルマーケットです！イメージは、デジタル版のフリマアプリ（メルカリの仕事版）です。
「得意なことをサービスとして出品 → 買ってもらう」っていう流れ。

▶︎占いも出品できるの？🌝
できます。むしろ人気ジャンルのひとつです🌝！
タロット、数秘、オラクル、スピリチュアルカウンセリング… 占いジャンルだけで何千件と出品されてます。
私もココナラ×占いで
・初月15万円
・累計122万円以上の収益
を達成していて、いまも在宅で占い副業を継続中です。
▶︎ココナラのいいところ🌝
・登録＆出品は完全無料
・SNSで集客しなくても、勝手にお客さんが見に来てくれる
・スマホだけでも完結できる
・初心者でもOK（資格・実績なくても大丈夫）
・匿名＆顔出しなしでも活動できる🌝
▶︎どうやって始めるの？🌝
1. 無料登録（メールアドレスだけでOK）
2. プロフィール＆出品ページを作成
3. 審査に通ったら出品スタート
占いの内容は「ChatGPTを使ったテンプレ＋自分の言葉」でOK。 ガチガチの営業文じゃなくても売れます。

私は、占いスクールもコンサルも一切受けてません。
完全に未経験・独学スタートでした🌝
それでも、初月から15万、半年後には30万超えたので、 「本気でやってみたい人」にはチャンスがあると思ってます。
次は、どうやって最初の出品を作ったかを投稿します。
気になる人はフォローしておいてくださいね！
@supic.han








",4,14,617,2025/11/7 17:03:26,https://www.threads.com/@supic.han/post/DQv3LLBDzCR
,"「ココナラって実際、何を出品したら売れるの？」 
「初心者でも、メニュー作れる？」 

よく聞かれるけど、答えはYES🌝 

私はココナラに出品して 
▶︎ 初月で15ﾏﾝ
▶︎ 今では累計100ﾏﾝ
達成してます。

しかも、霊感ゼロ・占い未経験・SNS集客もしてません。  完全初心者から始めた私が、最初に出したメニューはこれ👇

▶︎「今のあなたに必要なメッセージをお届けします」
→タロット1枚引き＋簡単なリーディング文
え、これで売れるの？って思うよね。
でも実際にこのメニューが最初に売れました🌝
ポイントは3つだけ意識しました！
・サービス名はお客さんがイメージしやすく
・価格は500円〜1000円（まずは手に取りやすく）
・丁寧だけどカジュアルな文章
この小さな一歩が、全部の始まりでした。
「もっとちゃんと作りたい」って人向けに
次の投稿で ▶︎ 出品ページに書いた文章例 をまとめます。
見逃したくない人はフォローしといてね🌝















",1,29,885,2025/11/8 19:40:20,https://www.threads.com/@supic.han/post/DQyt7P1DxE7
,"最近ふと気づいたけど、  私、子ども産んでから自分のものほんっっっっっっと買ってないなって思った。

子どもの服はすぐサイズアウトするから即決で買うけど、 
自分の服は何年も前の着てるし。 
あれ？なんでこんな我慢してんだろってなった🌝





",0,12,498,2025/11/8 19:41:45,https://www.threads.com/@supic.han/post/DQyuFq1j_tf
,"「特別なスキルないと、ココナラ出品できないですよね？」 
って質問、めっっっちゃ来る。

でも実際は、

カードが1枚引ければOK
メッセージが1行書ければOK
最初は“ちょっと興味ある”だけでもOK🌝
スキルってあとから自然についてくるし、
むしろ最初は「誰かのために占ってみたいな〜」くらいの気持ちで十分だと思ってる。
私も霊感ゼロ・スクール未経験だけど、
ココナラで初月15万いけました。
できる人がやってるんじゃなくて、
「やった人ができるようになる」ってほんとあるよ🌝












",5,27,"2,451",2025/11/8 20:53:54,https://www.threads.com/@supic.han/post/DQy2WFOj7om
,"私の投稿を遡っていいねしてくれる人がいる〜！！
こういう熱意ある人好きすぎる！
多分何やってもうまくいくよ🌝
ありがとね〜！！！
































",2,22,460,2025/11/9 13:31:58,https://www.threads.com/@supic.han/post/DQ0okGLj1f2
,"「占いやったことなくてもできますか？」 
ってめっちゃ聞かれるけど、 
…できます🌝

カード持ってて、
シャッフルして、1枚引けたらもうOK。
極論だけど、
カードがなくても占いはできる。
（実際、言葉の力だけで売れてる人もいる）
要は、 誰かの悩みに寄り添いたいって気持ちがあるかどうか。
スキルより、気持ちが先🌝
私も最初は“ちょっと興味あるかも”だけだったよ。
占いはやってもらう専門だったし笑笑













",4,14,715,2025/11/9 17:25:36,https://www.threads.com/@supic.han/post/DQ1DTSAD5ax
,"完全初心者でも単価1ﾏﾝの商品が売れるのがココナラです🌝ほんとおすすめ。
Threads慣れてなくてイマイチどんなこと発信すればいいか分かんないんだけど、みんな何が知りたい？






























",7,16,670,2025/11/9 18:54:54,https://www.threads.com/@supic.han/post/DQ1NhWgDxwp
,"ただの主婦なのに単価1ﾏﾝの商品が売れるってすごいよね。10人に売ったら10ﾏﾝだよ。それだけで月のパート代余裕で超えるからね。フォロワーさんは全員ここまで連れていきたいと思ってる。
主婦で本気でカセぎたいって思ってる人はどれくらいいるんだろう？





",9,37,"1,667",2025/11/9 19:00:17,https://www.threads.com/@supic.han/post/DQ1OI1Tj46I
,"主婦がココナラ占いでカセぐために大事なこと。 
それは「どんな商品が売れてるか」をちゃんと見ること。

例えば、

・電話鑑定が人気なのか
・タロットが売れてるのか
・テーマは恋愛？仕事？人間関係？
こういうのをざっくり見てみるだけでも、
「あ、自分にもできそう」ってヒントになる🌝
でね、ポイントは
【売れてる＋自分がちょっと興味あるやつ】を商品にすること。
ちなみに私は最初、
500円の鑑定を買ってみたよ。
「なるほど、こういう感じなのか〜」って参考になったし、 もともと占い受けるのが好きだから楽しかった（笑）
趣味として好きなことが、
お金になるって…ちょっとワクワクした🌝
みんながどこで悩んでるのか知りたいから、参考になったらいいねしておいてね✨















",2,33,"2,142",2025/11/9 19:04:29,https://www.threads.com/@supic.han/post/DQ1OnjtD_Ep
,"ちなみに私、ネットにあふれてるフクギョウ案件は片っ端から試したことあります。笑

・日給1ﾏﾝって書いてあったのに何も起きないやつ 
・登録した瞬間、謎のグルチャに入れられるやつ 
・「ﾑﾘｮｳ」って言ってたのに、結局お金とられるやつ

ほんと〜〜にいろいろあった。結構えぐいものまで。
正直、 「もう私にはムリかもな〜」って思ったときもあったけど、ココナラは初期費用いらないし大きい会社だし、占いは昔から好きだったから 
「とりあえず出品してみるか〜」って軽い気持ちで始めた。
そしたらね、うまくいったの🌝

あ〜人生って、ちゃんと流れがあるんだなって思ったし、たぶん今この投稿に出会ってるあなたも“いい流れ”の途中にいるんだと思う。
いい流れの人の周りには
これから何か始まる人しか集まらない🌝✨







",3,28,524,2025/11/10 12:00:41,https://www.threads.com/@supic.han/post/DQ3C6bfDKUC
,"「実績ゼロでもココナラで依頼もらえる？」って聞かれるけど…🌝
正直に言うと、もらえます。
でも、ちょっとしたコツはある🌝

初心者さん向けに、まず押さえるべきポイントを3つまとめたよ👇

① 毎日ログインする
→ ココナラは「最終ログイン」が表示されるから、アクティブな人ほど上に表示されやすい。
② アカウント作成〜1週間が勝負
→ 新着順で優遇される期間。ここで1件取れるとかなりラクになる！
③ 納品はできるだけ早く
→ 平均納品速度で評価される。対応が早い人は信頼されやすく、おすすめ枠に乗ることも。
「スキルよりも、誠実さとレスポンスの早さ」
これ、ほんとに大事🌝
他にもコツはいろいろあるけど…
まずはこの3つだけでも押さえて動き出してみて！












",3,23,748,2025/11/10 14:55:27,https://www.threads.com/@supic.han/post/DQ3W6gzDwuA
,"ハッキリ言うけど、主婦がフクギョウするならココナラ一択🌝主婦ができそうなフクギョウっていろいろあるし、私もたくさん挑戦してきた結果……ココナラしかおすすめできない！！笑

私は占いでやってるけど、恋愛相談に乗るとか愚痴を聞くだけでも全然OK。要は話を聞くだけでお金になる世界だよ？なんでそんなに推すのかって、

ちょーーーぜつ面倒なSNSの集客がいらないから。
家事して育児して、その合間にリサーチして投稿してDM対応してリプ返して…
いや、正直ムリじゃない？ってか私は無理だった。笑
でもココナラなら、集客・導線・販売までが全部1つで完結🌝
とりあえず前の投稿で話したポイントさえ押さえてもらえばスキマ時間しかなくても初月15ﾏﾝは行ける。
そして、ちゃんと自分を売ってカセげる感覚が持てるのがいいんだよね。











",1,53,"4,213",2025/11/10 21:29:16,https://www.threads.com/@supic.han/post/DQ4D-0wDzHo
,"やばい！ごめんDMたくさん来てるの気づかなかった💦最初返してたんだけどその後見逃してました😭
今日までに来たやつはこれからゆっくり返します！！！




",0,11,601,2025/11/10 22:14:24,https://www.threads.com/@supic.han/post/DQ4JJdlDxYe
